trial,wacc,g,exit_multiple,enterprise_value,equity_value,price_per_share
246,0.09637582033258565,0.018500444941700375,0.0,8229031.913693148,10137074.913693149,8707.331140433902
247,0.09370006151139432,0.016103032512440395,0.0,8334450.889851002,10242493.889851002,8797.881712636146
248,0.12998181360421646,0.022048433170348516,0.0,5517451.63223353,7425494.63223353,6378.195011367059
249,0.10957472566441433,0.021059723706109965,0.0,7019264.538552901,8927307.5385529,7668.190636104536
250,0.08458674068497432,0.0175855434178401,0.0,9817262.767928349,11725305.767928349,10071.556234262454
251,0.11726792920582163,0.01865356581675844,0.0,6224955.811120397,8132998.811120397,6985.912052156328
252,0.13533234295518948,0.018833102970121397,0.0,5081723.741834827,6989766.741834827,6003.922643733746
253,0.1189869789082672,0.016292538920043956,0.0,5977541.774367759,7885584.774367759,6773.393552970073
254,0.0807094505106898,0.017955794008487166,0.0,10562332.414791062,12470375.414791062,10711.540469671072
255,0.09623648890700623,0.017165424107984113,0.0,8123092.984879218,10031135.984879218,8616.333950248427
256,0.12250366723779933,0.01896880247028016,0.0,5864348.539427541,7772391.539427541,6676.165211671139
257,0.09288495801571828,0.018153256254176093,0.0,8642251.334110975,10550294.334110975,9062.269656511746
258,0.11015729142219342,0.015932487697833127,0.0,6636063.190487317,8544106.190487318,7339.036411688127
259,0.11511951080144005,0.025056475576423702,0.0,6781315.241557687,8689358.241557688,7463.801959764377
260,0.08959604292632875,0.023131351827573077,0.0,9711229.426286273,11619272.426286273,9980.477947334026
261,0.10260711965907299,0.018052451446200036,0.0,7486910.870786743,9394953.870786743,8069.879634759271
262,0.05488098989896391,0.020681053491634026,0.0,20408925.258146297,22316968.258146297,19169.359438366515
263,0.08813418537998564,0.021043662724553238,0.0,9680623.501190424,11588666.501190424,9954.18871430203
264,0.09971147772910259,0.022977714636933693,0.0,8238678.060569974,10146721.060569974,8715.616784547306
265,0.08478325227052726,0.017953487433349805,0.0,9832909.063512065,11740952.063512065,10084.995759759546
266,0.12798616955897452,0.022730266959956065,0.0,5674560.614083564,7582603.614083564,6513.145176158361
267,0.0820478793305905,0.018630236739482664,0.0,10411475.37009106,12319518.37009106,10581.960462198127
